Adapter,Test,F1
arabic,arabic,0.4509260949988864
arabic,bengali,0.5379817489830238
arabic,chinese,0.2382142675736797
arabic,english,0.4112142374456142
arabic,german,0.5819503179473882
arabic,greek,0.3583450210378682
arabic,korean,0.5704201125247296
arabic,portuguese,0.5201062851633083
arabic,spanish,0.43313590750748215
arabic,turkish,0.5508795731268429
bengali,arabic,0.43611704018399217
bengali,bengali,0.4952525848679574
bengali,chinese,0.24372701708847067
bengali,english,0.37675693069044264
bengali,german,0.6656570825108395
bengali,greek,0.3627142839577733
bengali,korean,0.532883321097675
bengali,portuguese,0.4905300025582897
bengali,spanish,0.38047672290076134
bengali,turkish,0.5803841715391581
chinese,arabic,0.364065297179019
chinese,bengali,0.5495388484161752
chinese,chinese,0.2270623521833542
chinese,english,0.427383495602152
chinese,german,0.5902670193747178
chinese,greek,0.36206147390050014
chinese,korean,0.577767216490519
chinese,portuguese,0.5378959964142751
chinese,spanish,0.44973909553112856
chinese,turkish,0.5513104252137266
english,arabic,0.47800418966836505
english,bengali,0.5341098105334333
english,chinese,0.2572703156070841
english,english,0.38083564365966555
english,german,0.6316444976987721
english,greek,0.3928980414837865
english,korean,0.49611179597927196
english,portuguese,0.5569152885312146
english,spanish,0.453500699182168
english,turkish,0.5654853295299275
german,arabic,0.4078897530680708
german,bengali,0.48846843005883683
german,chinese,0.2331159003966421
german,english,0.3804197193704029
german,german,0.6083345950196841
german,greek,0.3527270155845286
german,korean,0.4965549372114353
german,portuguese,0.5044000287157752
german,spanish,0.42855543190553946
german,turkish,0.5465167625761724
greek,arabic,0.45360996137984316
greek,bengali,0.5252331866920543
greek,chinese,0.2353723379696236
greek,english,0.39747424281521465
greek,german,0.6079618259314612
greek,greek,0.35044508080092174
greek,korean,0.5578322254853296
greek,portuguese,0.5584063051782024
greek,spanish,0.4681614082322217
greek,turkish,0.5851534649062112
korean,arabic,0.4559530020315366
korean,bengali,0.5408775380764994
korean,chinese,0.2465326343469355
korean,english,0.3608817253459025
korean,german,0.623712177150921
korean,greek,0.3495049432095561
korean,korean,0.5096919269857928
korean,portuguese,0.5623727904353746
korean,spanish,0.4346870498056257
korean,turkish,0.5354617453969885
portuguese,arabic,0.44478892682592835
portuguese,bengali,0.5156862730262264
portuguese,chinese,0.23158217903369377
portuguese,english,0.3737344066143104
portuguese,german,0.6225386395213378
portuguese,greek,0.35909044938121903
portuguese,korean,0.5560249404605302
portuguese,portuguese,0.4879980543684444
portuguese,spanish,0.39352018869473115
portuguese,turkish,0.5838818035092537
spanish,arabic,0.4692127300559525
spanish,bengali,0.5369864675412203
spanish,chinese,0.24248834278070547
spanish,english,0.3815684772313346
spanish,german,0.6368411184627016
spanish,greek,0.38039591833980213
spanish,korean,0.5479936622318273
spanish,portuguese,0.5413448683483076
spanish,spanish,0.4217601195443232
spanish,turkish,0.57785071588411
turkish,arabic,0.3578862691806486
turkish,bengali,0.4446843817129768
turkish,chinese,0.22899480532237027
turkish,english,0.3810674558480714
turkish,german,0.5942529746882117
turkish,greek,0.35994885243325403
turkish,korean,0.5437739267352546
turkish,portuguese,0.4191680210169075
turkish,spanish,0.36356484548202506
turkish,turkish,0.48842362562438363
