Adapter Culture,Test Culture,F1 Score
arabic,arabic,0.3989211858874222
arabic,bengali,0.5658597448226637
arabic,chinese,0.2331159003966421
arabic,english,0.4182226720204672
arabic,german,0.5864587575604703
arabic,greek,0.3515770331780716
arabic,korean,0.5703812156473634
arabic,portuguese,0.5536155487636261
arabic,spanish,0.4569800748444068
arabic,turkish,0.573693514938204
bengali,arabic,0.4347577827336637
bengali,bengali,0.5834704802276116
bengali,chinese,0.24006568985734938
bengali,english,0.4196855076683821
bengali,german,0.5537522538819852
bengali,greek,0.4231115738506537
bengali,korean,0.5996421631364481
bengali,portuguese,0.5549020934334511
bengali,spanish,0.4624605585988179
bengali,turkish,0.5339794499874181
chinese,arabic,0.4826518424228929
chinese,bengali,0.5394424115645696
chinese,chinese,0.24241862930057229
chinese,english,0.35100580838295725
chinese,german,0.5556647728245694
chinese,greek,0.4558994594973591
chinese,korean,0.5043800629876264
chinese,portuguese,0.4910057006407362
chinese,spanish,0.4091349491468867
chinese,turkish,0.5664150370272387
english,arabic,0.47042606355395095
english,bengali,0.5687518969443967
english,chinese,0.24246853863231999
english,english,0.38431231303327595
english,german,0.607070038151633
english,greek,0.4276195834565952
english,korean,0.582211881486379
english,portuguese,0.5806747742634016
english,spanish,0.47220866365318676
english,turkish,0.5692766775725433
german,arabic,0.3831946286317655
german,bengali,0.5589905197154651
german,chinese,0.22927974173777949
german,english,0.4164019497759066
german,german,0.5827620005316398
german,greek,0.39547988632721837
german,korean,0.595428455759878
german,portuguese,0.5439027875349075
german,spanish,0.4605458947341232
german,turkish,0.49425438948126355
greek,arabic,0.46893639841440815
greek,bengali,0.5890289851026979
greek,chinese,0.24679192578221393
greek,english,0.3996353509595186
greek,german,0.6092706267103715
greek,greek,0.47010035003514394
greek,korean,0.5496621831938785
greek,portuguese,0.6040442797404071
greek,spanish,0.48106821487617535
greek,turkish,0.5618111849586289
korean,arabic,0.4898709535942049
korean,bengali,0.5312030231850914
korean,chinese,0.2429173890077742
korean,english,0.36395155816766883
korean,german,0.5544467176302961
korean,greek,0.45497699946485753
korean,korean,0.5104423541854508
korean,portuguese,0.5528083538050707
korean,spanish,0.4562654155832615
korean,turkish,0.5206666846085952
portuguese,arabic,0.44088154262357376
portuguese,bengali,0.5512686225240172
portuguese,chinese,0.23516023257167973
portuguese,english,0.38887277526927777
portuguese,german,0.593674953790093
portuguese,greek,0.4591560417837041
portuguese,korean,0.5550017296959974
portuguese,portuguese,0.5494230215934844
portuguese,spanish,0.46111090268001825
portuguese,turkish,0.5616865938987992
spanish,arabic,0.4703328863256286
spanish,bengali,0.5482869163130742
spanish,chinese,0.23118840480561287
spanish,english,0.3773699029122785
spanish,german,0.6199028027002255
spanish,greek,0.47828203580101114
spanish,korean,0.5440228302425588
spanish,portuguese,0.5667248824420166
spanish,spanish,0.47002645646462954
spanish,turkish,0.5771340184057211
turkish,arabic,0.47509921964596874
turkish,bengali,0.5467721046829384
turkish,chinese,0.23762480503660188
turkish,english,0.3534045591763096
turkish,german,0.6146226347954298
turkish,greek,0.47479100149358994
turkish,korean,0.5427861880729814
turkish,portuguese,0.5705114203091242
turkish,spanish,0.43733530177621527
turkish,turkish,0.5754209246476479
