Adapter,arabic,bengali,chinese,english,german,greek,korean,portuguese,spanish,turkish
arabic,0.6878476571623668,0.7947316452468255,0.9713110526361364,0.7878171502394703,0.8873236781627588,0.8409163901742532,0.8774478276067218,0.688956523660778,0.8441057329923565,0.8343295109259582
bengali,0.4379980250893952,0.5911665859521971,0.9748359560558002,0.7606216217591569,0.6317910143595828,0.7366147062724757,0.7705208672903061,0.5889139505404041,0.6678548292493058,0.714150348009146
chinese,0.8976859239575694,0.6699642732558748,0.9600385214034762,0.877578366774745,0.6010247895913718,0.9425630237102789,0.7576697759170444,0.7936452695507474,0.7585977477618253,0.8659035768131416
english,0.5212332265207947,0.850872529416662,0.9869220430413205,0.8647624087722826,0.6467049974582685,0.7338273797567979,0.7864076033490991,0.8437235984600425,0.9165036713151361,0.8071089807317978
german,0.7868171296305475,0.8103317011007054,0.9794280672799872,0.9008850004921694,0.9478426964564346,0.8786431975968729,0.9321825918937043,0.8196193782536427,0.8670474957306626,0.9154236909022833
greek,0.686348575981887,0.9458069928667797,0.9765318891203301,0.9814368436905644,0.8562948945588195,1.0,0.991534127864177,0.9669216903993487,0.9855443392883889,0.9701648281525268
korean,1.0,0.9078709018566081,0.980618356564323,0.8741141014774594,0.7513100074231046,0.8912902244668033,0.8062648867050245,1.0,1.0,0.9617044154111872
portuguese,0.5182589781134888,0.69127182309071,0.9660729031826829,0.7582950759655287,0.5960319332094971,0.7443047927580969,0.7802204080244229,0.5733197943404663,0.7092475020690014,0.7894216517786738
spanish,0.5911715424393882,0.7819342555714986,1.0,0.8614663618646902,1.0,0.7492912391252371,0.9333217246574662,0.6815801534369819,0.8497535503945874,0.8875793175287114
turkish,0.7290219291937835,1.0,0.9810974251871828,1.0,0.8846509016879257,0.9899174643959758,1.0,0.9428680847453816,0.9852286207341202,1.0
